,correct,questions,responses,rt,time_elapsed,trial_type,worker_id,assignment_id,pid
320,"[False, True, True, True, True, False]","[""How many flights are there per round?"",""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""Which statement is TRUE?"",""What does the feedback teach me?""]","[""1"",""True"",""$0.05"",""As many or as few as I wish"",""My earnings for each round are equal to the <i>sum</i> of the values of all locations I visit (minus the cost of making observations), and I will be paid the earnings from one of the 20 rounds."",""Whether I chose the move that was best according to the information I had.""]",28292,217223,survey-multi-choice,A2DWQF4ZHHBLOW,3NVC2EB65QZ385OT21BJ37UAPZBY31,11
322,"[False, True, True, True, True, False]","[""How many flights are there per round?"",""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""Which statement is TRUE?"",""What does the feedback teach me?""]","[""1"",""True"",""$0.05"",""As many or as few as I wish"",""My earnings for each round are equal to the <i>sum</i> of the values of all locations I visit (minus the cost of making observations), and I will be paid the earnings from one of the 20 rounds."",""Whether I chose the move that was best according to the information I had.""]",33267,287070,survey-multi-choice,A2DWQF4ZHHBLOW,3NVC2EB65QZ385OT21BJ37UAPZBY31,11
324,"[False, True, True, True, True, True]","[""How many flights are there per round?"",""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""Which statement is TRUE?"",""What does the feedback teach me?""]","[""1"",""True"",""$0.05"",""As many or as few as I wish"",""My earnings for each round are equal to the <i>sum</i> of the values of all locations I visit (minus the cost of making observations), and I will be paid the earnings from one of the 20 rounds."",""All of the above.""]",11310,365322,survey-multi-choice,A2DWQF4ZHHBLOW,3NVC2EB65QZ385OT21BJ37UAPZBY31,11
326,"[True, True, True, True, True, True]","[""How many flights are there per round?"",""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""Which statement is TRUE?"",""What does the feedback teach me?""]","[""3"",""True"",""$0.05"",""As many or as few as I wish"",""My earnings for each round are equal to the <i>sum</i> of the values of all locations I visit (minus the cost of making observations), and I will be paid the earnings from one of the 20 rounds."",""All of the above.""]",9696,381839,survey-multi-choice,A2DWQF4ZHHBLOW,3NVC2EB65QZ385OT21BJ37UAPZBY31,11
349,"[False, True, True, True, True, True]","[""How many flights are there per round?"",""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""Which statement is TRUE?"",""What does the feedback teach me?""]","[""1"",""True"",""$0.05"",""As many or as few as I wish"",""My earnings for each round are equal to the <i>sum</i> of the values of all locations I visit (minus the cost of making observations), and I will be paid the earnings from one of the 20 rounds."",""All of the above.""]",194495,395615,survey-multi-choice,A2H5V1V8QIY8Y7,3E1QT0TDFP93J2FUA0KC808XF268IY,12
351,"[False, True, True, True, True, True]","[""How many flights are there per round?"",""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""Which statement is TRUE?"",""What does the feedback teach me?""]","[""4"",""True"",""$0.05"",""As many or as few as I wish"",""My earnings for each round are equal to the <i>sum</i> of the values of all locations I visit (minus the cost of making observations), and I will be paid the earnings from one of the 20 rounds."",""All of the above.""]",18735,514246,survey-multi-choice,A2H5V1V8QIY8Y7,3E1QT0TDFP93J2FUA0KC808XF268IY,12
353,"[True, True, True, True, True, False]","[""How many flights are there per round?"",""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""Which statement is TRUE?"",""What does the feedback teach me?""]","[""3"",""True"",""$0.05"",""As many or as few as I wish"",""My earnings for each round are equal to the <i>sum</i> of the values of all locations I visit (minus the cost of making observations), and I will be paid the earnings from one of the 20 rounds."",""Whether I chose the move that was best according to the information I had.""]",48954,591988,survey-multi-choice,A2H5V1V8QIY8Y7,3E1QT0TDFP93J2FUA0KC808XF268IY,12
355,"[False, True, True, True, True, False]","[""How many flights are there per round?"",""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""Which statement is TRUE?"",""What does the feedback teach me?""]","[""1"",""True"",""$0.05"",""As many or as few as I wish"",""My earnings for each round are equal to the <i>sum</i> of the values of all locations I visit (minus the cost of making observations), and I will be paid the earnings from one of the 20 rounds."",""Whether I chose the move that was best according to the information I had.""]",39881,685781,survey-multi-choice,A2H5V1V8QIY8Y7,3E1QT0TDFP93J2FUA0KC808XF268IY,12
357,"[True, True, True, True, True, True]","[""How many flights are there per round?"",""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""Which statement is TRUE?"",""What does the feedback teach me?""]","[""3"",""True"",""$0.05"",""As many or as few as I wish"",""My earnings for each round are equal to the <i>sum</i> of the values of all locations I visit (minus the cost of making observations), and I will be paid the earnings from one of the 20 rounds."",""All of the above.""]",64182,861065,survey-multi-choice,A2H5V1V8QIY8Y7,3E1QT0TDFP93J2FUA0KC808XF268IY,12
380,"[False, True, True, True, True, True]","[""How many flights are there per round?"",""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""Which statement is TRUE?"",""What does the feedback teach me?""]","[""1"",""True"",""$0.05"",""As many or as few as I wish"",""My earnings for each round are equal to the <i>sum</i> of the values of all locations I visit (minus the cost of making observations), and I will be paid the earnings from one of the 20 rounds."",""All of the above.""]",61632,217597,survey-multi-choice,A2HOUSKURBF8UA,3RXCAC0YIRPPNB9ZKCK9NOVH0PE8G6,13
382,"[False, True, True, True, True, False]","[""How many flights are there per round?"",""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""Which statement is TRUE?"",""What does the feedback teach me?""]","[""1"",""True"",""$0.05"",""As many or as few as I wish"",""My earnings for each round are equal to the <i>sum</i> of the values of all locations I visit (minus the cost of making observations), and I will be paid the earnings from one of the 20 rounds."",""Whether I observed the rewards of relevant locations.""]",44971,317549,survey-multi-choice,A2HOUSKURBF8UA,3RXCAC0YIRPPNB9ZKCK9NOVH0PE8G6,13
384,"[False, True, True, True, True, False]","[""How many flights are there per round?"",""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""Which statement is TRUE?"",""What does the feedback teach me?""]","[""1"",""True"",""$0.05"",""As many or as few as I wish"",""My earnings for each round are equal to the <i>sum</i> of the values of all locations I visit (minus the cost of making observations), and I will be paid the earnings from one of the 20 rounds."",""Whether I chose the move that was best according to the information I had.""]",51820,463437,survey-multi-choice,A2HOUSKURBF8UA,3RXCAC0YIRPPNB9ZKCK9NOVH0PE8G6,13
386,"[False, True, True, True, True, True]","[""How many flights are there per round?"",""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""Which statement is TRUE?"",""What does the feedback teach me?""]","[""2"",""True"",""$0.05"",""As many or as few as I wish"",""My earnings for each round are equal to the <i>sum</i> of the values of all locations I visit (minus the cost of making observations), and I will be paid the earnings from one of the 20 rounds."",""All of the above.""]",27064,615161,survey-multi-choice,A2HOUSKURBF8UA,3RXCAC0YIRPPNB9ZKCK9NOVH0PE8G6,13
388,"[False, True, True, True, True, False]","[""How many flights are there per round?"",""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""Which statement is TRUE?"",""What does the feedback teach me?""]","[""2"",""True"",""$0.05"",""As many or as few as I wish"",""My earnings for each round are equal to the <i>sum</i> of the values of all locations I visit (minus the cost of making observations), and I will be paid the earnings from one of the 20 rounds."",""Whether I chose the move that was best according to the information I had.""]",26928,653671,survey-multi-choice,A2HOUSKURBF8UA,3RXCAC0YIRPPNB9ZKCK9NOVH0PE8G6,13
390,"[False, True, True, True, True, True]","[""How many flights are there per round?"",""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""Which statement is TRUE?"",""What does the feedback teach me?""]","[""2"",""True"",""$0.05"",""As many or as few as I wish"",""My earnings for each round are equal to the <i>sum</i> of the values of all locations I visit (minus the cost of making observations), and I will be paid the earnings from one of the 20 rounds."",""All of the above.""]",29774,706072,survey-multi-choice,A2HOUSKURBF8UA,3RXCAC0YIRPPNB9ZKCK9NOVH0PE8G6,13
392,"[False, True, True, True, True, False]","[""How many flights are there per round?"",""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""Which statement is TRUE?"",""What does the feedback teach me?""]","[""2"",""True"",""$0.05"",""As many or as few as I wish"",""My earnings for each round are equal to the <i>sum</i> of the values of all locations I visit (minus the cost of making observations), and I will be paid the earnings from one of the 20 rounds."",""The duration of the delay tells me how much more money I could have earned by planning and deciding better.""]",42192,759951,survey-multi-choice,A2HOUSKURBF8UA,3RXCAC0YIRPPNB9ZKCK9NOVH0PE8G6,13
394,"[False, True, True, True, False, True]","[""How many flights are there per round?"",""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""Which statement is TRUE?"",""What does the feedback teach me?""]","[""1"",""True"",""$0.05"",""As many or as few as I wish"",""My earnings for each round are equal to the value of one of the locations I visit (minus the cost of making observations), and I will actually be paid the earnings from one of the 20 rounds."",""All of the above.""]",53107,850089,survey-multi-choice,A2HOUSKURBF8UA,3RXCAC0YIRPPNB9ZKCK9NOVH0PE8G6,13
396,"[False, True, True, True, False, False]","[""How many flights are there per round?"",""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""Which statement is TRUE?"",""What does the feedback teach me?""]","[""1"",""True"",""$0.05"",""As many or as few as I wish"",""My earnings for each round are equal to the value of one of the locations I visit (minus the cost of making observations), and I will actually be paid the earnings from one of the 20 rounds."",""Whether I observed the rewards of relevant locations.""]",18514,880283,survey-multi-choice,A2HOUSKURBF8UA,3RXCAC0YIRPPNB9ZKCK9NOVH0PE8G6,13
398,"[False, True, True, False, False, True]","[""How many flights are there per round?"",""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""Which statement is TRUE?"",""What does the feedback teach me?""]","[""1"",""True"",""$0.05"",""At most 15"",""My earnings for each round are equal to the value of one of the locations I visit (minus the cost of making observations), and I will actually be paid the earnings from one of the 20 rounds."",""All of the above.""]",67411,999752,survey-multi-choice,A2HOUSKURBF8UA,3RXCAC0YIRPPNB9ZKCK9NOVH0PE8G6,13
400,"[True, True, True, True, True, True]","[""How many flights are there per round?"",""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""Which statement is TRUE?"",""What does the feedback teach me?""]","[""3"",""True"",""$0.05"",""As many or as few as I wish"",""My earnings for each round are equal to the <i>sum</i> of the values of all locations I visit (minus the cost of making observations), and I will be paid the earnings from one of the 20 rounds."",""All of the above.""]",15685,1122311,survey-multi-choice,A2HOUSKURBF8UA,3RXCAC0YIRPPNB9ZKCK9NOVH0PE8G6,13
423,"[True, True, True, True, True, False]","[""How many flights are there per round?"",""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""Which statement is TRUE?"",""What does the feedback teach me?""]","[""3"",""True"",""$0.05"",""As many or as few as I wish"",""My earnings for each round are equal to the <i>sum</i> of the values of all locations I visit (minus the cost of making observations), and I will be paid the earnings from one of the 20 rounds."",""Whether I chose the move that was best according to the information I had.""]",44492,166171,survey-multi-choice,A2V2I8HXL9EHQ1,3A1COHJ8NJV3N74A4I2R8O7IFPR8H5,14
425,"[False, True, True, True, True, True]","[""How many flights are there per round?"",""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""Which statement is TRUE?"",""What does the feedback teach me?""]","[""4"",""True"",""$0.05"",""As many or as few as I wish"",""My earnings for each round are equal to the <i>sum</i> of the values of all locations I visit (minus the cost of making observations), and I will be paid the earnings from one of the 20 rounds."",""All of the above.""]",31471,228207,survey-multi-choice,A2V2I8HXL9EHQ1,3A1COHJ8NJV3N74A4I2R8O7IFPR8H5,14
427,"[True, True, True, True, True, True]","[""How many flights are there per round?"",""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""Which statement is TRUE?"",""What does the feedback teach me?""]","[""3"",""True"",""$0.05"",""As many or as few as I wish"",""My earnings for each round are equal to the <i>sum</i> of the values of all locations I visit (minus the cost of making observations), and I will be paid the earnings from one of the 20 rounds."",""All of the above.""]",7959,260812,survey-multi-choice,A2V2I8HXL9EHQ1,3A1COHJ8NJV3N74A4I2R8O7IFPR8H5,14
450,"[False, True, True, True, True, True]","[""How many flights are there per round?"",""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""Which statement is TRUE?"",""What does the feedback teach me?""]","[""4"",""True"",""$0.05"",""As many or as few as I wish"",""My earnings for each round are equal to the <i>sum</i> of the values of all locations I visit (minus the cost of making observations), and I will be paid the earnings from one of the 20 rounds."",""All of the above.""]",76150,180793,survey-multi-choice,A2VD133723IZR8,378XPAWRUCDH2Q897Y4Q4RES5Q6IAC,15
452,"[False, True, True, True, False, True]","[""How many flights are there per round?"",""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""Which statement is TRUE?"",""What does the feedback teach me?""]","[""4"",""True"",""$0.05"",""As many or as few as I wish"",""My earnings for each round are equal to the value of one of the locations I visit (minus the cost of making observations), and I will actually be paid the earnings from one of the 20 rounds."",""All of the above.""]",72618,321701,survey-multi-choice,A2VD133723IZR8,378XPAWRUCDH2Q897Y4Q4RES5Q6IAC,15
454,"[True, True, True, True, True, True]","[""How many flights are there per round?"",""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""Which statement is TRUE?"",""What does the feedback teach me?""]","[""3"",""True"",""$0.05"",""As many or as few as I wish"",""My earnings for each round are equal to the <i>sum</i> of the values of all locations I visit (minus the cost of making observations), and I will be paid the earnings from one of the 20 rounds."",""All of the above.""]",33961,468237,survey-multi-choice,A2VD133723IZR8,378XPAWRUCDH2Q897Y4Q4RES5Q6IAC,15
477,"[False, True, True, True, True, False]","[""How many flights are there per round?"",""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""Which statement is TRUE?"",""What does the feedback teach me?""]","[""1"",""True"",""$0.05"",""As many or as few as I wish"",""My earnings for each round are equal to the <i>sum</i> of the values of all locations I visit (minus the cost of making observations), and I will be paid the earnings from one of the 20 rounds."",""The duration of the delay tells me how much more money I could have earned by planning and deciding better.""]",117041,229858,survey-multi-choice,A2WGW5Y3ZFBDEC,3FDJT1UU748B2FMGC5YL9WDJ5GU5K4,16
479,"[True, True, True, True, True, False]","[""How many flights are there per round?"",""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""Which statement is TRUE?"",""What does the feedback teach me?""]","[""3"",""True"",""$0.05"",""As many or as few as I wish"",""My earnings for each round are equal to the <i>sum</i> of the values of all locations I visit (minus the cost of making observations), and I will be paid the earnings from one of the 20 rounds."",""The duration of the delay tells me how much more money I could have earned by planning and deciding better.""]",56583,319518,survey-multi-choice,A2WGW5Y3ZFBDEC,3FDJT1UU748B2FMGC5YL9WDJ5GU5K4,16
481,"[True, True, True, True, True, True]","[""How many flights are there per round?"",""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""Which statement is TRUE?"",""What does the feedback teach me?""]","[""3"",""True"",""$0.05"",""As many or as few as I wish"",""My earnings for each round are equal to the <i>sum</i> of the values of all locations I visit (minus the cost of making observations), and I will be paid the earnings from one of the 20 rounds."",""All of the above.""]",41100,381917,survey-multi-choice,A2WGW5Y3ZFBDEC,3FDJT1UU748B2FMGC5YL9WDJ5GU5K4,16
504,"[True, True, True, True, False, True]","[""How many flights are there per round?"",""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""Which statement is TRUE?"",""What does the feedback teach me?""]","[""3"",""True"",""$0.05"",""As many or as few as I wish"",""My earnings for each round are equal to the value of one of the locations I visit (minus the cost of making observations), and I will actually be paid the earnings from one of the 20 rounds."",""All of the above.""]",120075,265242,survey-multi-choice,A326O3VWP8TO8N,3IOEN3P9S7J5FI089E28WNVKS5616E,17
506,"[False, True, True, True, False, True]","[""How many flights are there per round?"",""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""Which statement is TRUE?"",""What does the feedback teach me?""]","[""2"",""True"",""$0.05"",""As many or as few as I wish"",""My earnings for each round are equal to the value of one of the locations I visit (minus the cost of making observations), and I will actually be paid the earnings from one of the 20 rounds."",""All of the above.""]",53582,388113,survey-multi-choice,A326O3VWP8TO8N,3IOEN3P9S7J5FI089E28WNVKS5616E,17
508,"[False, True, True, True, False, True]","[""How many flights are there per round?"",""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""Which statement is TRUE?"",""What does the feedback teach me?""]","[""1"",""True"",""$0.05"",""As many or as few as I wish"",""My earnings for each round are equal to the value of one of the locations I visit (minus the cost of making observations), and I will actually be paid the earnings from one of the 20 rounds."",""All of the above.""]",45488,440089,survey-multi-choice,A326O3VWP8TO8N,3IOEN3P9S7J5FI089E28WNVKS5616E,17
510,"[True, True, True, True, True, True]","[""How many flights are there per round?"",""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""Which statement is TRUE?"",""What does the feedback teach me?""]","[""3"",""True"",""$0.05"",""As many or as few as I wish"",""My earnings for each round are equal to the <i>sum</i> of the values of all locations I visit (minus the cost of making observations), and I will be paid the earnings from one of the 20 rounds."",""All of the above.""]",130016,577155,survey-multi-choice,A326O3VWP8TO8N,3IOEN3P9S7J5FI089E28WNVKS5616E,17
533,"[False, True, True, True, True]","[""How many flights are there per round?"",""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""Which statement is TRUE?""]","[""4"",""True"",""$0.05"",""As many or as few as I wish"",""My earnings for each round are equal to the <i>sum</i> of the values of all locations I visit (minus the cost of making observations), and I will be paid the earnings from one of the 20 rounds.""]",117523,171476,survey-multi-choice,A33QXQVY6GU1FI,3VSOLARPKB9O74GLUPJ34Q1JGQR39I,18
535,"[True, True, True, True, True]","[""How many flights are there per round?"",""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""Which statement is TRUE?""]","[""3"",""True"",""$0.05"",""As many or as few as I wish"",""My earnings for each round are equal to the <i>sum</i> of the values of all locations I visit (minus the cost of making observations), and I will be paid the earnings from one of the 20 rounds.""]",22629,245082,survey-multi-choice,A33QXQVY6GU1FI,3VSOLARPKB9O74GLUPJ34Q1JGQR39I,18
558,"[True, True, True, True, False]","[""How many flights are there per round?"",""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""Which statement is TRUE?""]","[""3"",""True"",""$0.05"",""As many or as few as I wish"",""My earnings for each round are equal to the value of one of the locations I visit (minus the cost of making observations), and I will actually be paid the earnings from one of the 20 rounds.""]",25613,304564,survey-multi-choice,A34930YXVQ8SUT,3NC5L260MOMMU30KG93N2PL5EFIFOH,19
560,"[True, True, True, True, False]","[""How many flights are there per round?"",""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""Which statement is TRUE?""]","[""3"",""True"",""$0.05"",""As many or as few as I wish"",""My earnings for each round are equal to the value of one of the locations I visit (minus the cost of making observations), and I will actually be paid the earnings from one of the 20 rounds.""]",13711,379601,survey-multi-choice,A34930YXVQ8SUT,3NC5L260MOMMU30KG93N2PL5EFIFOH,19
562,"[True, True, True, True, True]","[""How many flights are there per round?"",""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""Which statement is TRUE?""]","[""3"",""True"",""$0.05"",""As many or as few as I wish"",""My earnings for each round are equal to the <i>sum</i> of the values of all locations I visit (minus the cost of making observations), and I will be paid the earnings from one of the 20 rounds.""]",8983,393904,survey-multi-choice,A34930YXVQ8SUT,3NC5L260MOMMU30KG93N2PL5EFIFOH,19
585,"[False, True, False, False, True, True]","[""How many flights are there per round?"",""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""Which statement is TRUE?"",""What does the feedback teach me?""]","[""4"",""True"",""$0.10"",""At most 5"",""My earnings for each round are equal to the <i>sum</i> of the values of all locations I visit (minus the cost of making observations), and I will be paid the earnings from one of the 20 rounds."",""All of the above.""]",108204,181257,survey-multi-choice,A35HVY5S3USKZS,3Y9N9SS8LYB0AUT265O5QMK97B6D39,20
587,"[False, True, True, True, True, True]","[""How many flights are there per round?"",""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""Which statement is TRUE?"",""What does the feedback teach me?""]","[""4"",""True"",""$0.05"",""As many or as few as I wish"",""My earnings for each round are equal to the <i>sum</i> of the values of all locations I visit (minus the cost of making observations), and I will be paid the earnings from one of the 20 rounds."",""All of the above.""]",163812,932679,survey-multi-choice,A35HVY5S3USKZS,3Y9N9SS8LYB0AUT265O5QMK97B6D39,20
589,"[False, True, True, True, False, True]","[""How many flights are there per round?"",""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""Which statement is TRUE?"",""What does the feedback teach me?""]","[""4"",""True"",""$0.05"",""As many or as few as I wish"",""My earnings for each round are equal to the value of one of the locations I visit (minus the cost of making observations), and I will actually be paid the earnings from one of the 20 rounds."",""All of the above.""]",11514,983534,survey-multi-choice,A35HVY5S3USKZS,3Y9N9SS8LYB0AUT265O5QMK97B6D39,20
591,"[False, True, True, True, False, False]","[""How many flights are there per round?"",""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""Which statement is TRUE?"",""What does the feedback teach me?""]","[""4"",""True"",""$0.05"",""As many or as few as I wish"",""My earnings for each round are equal to the value of one of the locations I visit (minus the cost of making observations), and I will actually be paid the earnings from one of the 20 rounds."",""The duration of the delay tells me how much more money I could have earned by planning and deciding better.""]",94111,1129967,survey-multi-choice,A35HVY5S3USKZS,3Y9N9SS8LYB0AUT265O5QMK97B6D39,20
593,"[False, True, True, True, False, True]","[""How many flights are there per round?"",""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""Which statement is TRUE?"",""What does the feedback teach me?""]","[""2"",""True"",""$0.05"",""As many or as few as I wish"",""My earnings for each round are equal to the value of one of the locations I visit (minus the cost of making observations), and I will actually be paid the earnings from one of the 20 rounds."",""All of the above.""]",18960,1171295,survey-multi-choice,A35HVY5S3USKZS,3Y9N9SS8LYB0AUT265O5QMK97B6D39,20
595,"[False, True, True, True, False, True]","[""How many flights are there per round?"",""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""Which statement is TRUE?"",""What does the feedback teach me?""]","[""1"",""True"",""$0.05"",""As many or as few as I wish"",""My earnings for each round are equal to the value of one of the locations I visit (minus the cost of making observations), and I will actually be paid the earnings from one of the 20 rounds."",""All of the above.""]",14788,1271104,survey-multi-choice,A35HVY5S3USKZS,3Y9N9SS8LYB0AUT265O5QMK97B6D39,20
597,"[False, True, True, True, True, True]","[""How many flights are there per round?"",""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""Which statement is TRUE?"",""What does the feedback teach me?""]","[""1"",""True"",""$0.05"",""As many or as few as I wish"",""My earnings for each round are equal to the <i>sum</i> of the values of all locations I visit (minus the cost of making observations), and I will be paid the earnings from one of the 20 rounds."",""All of the above.""]",20625,1299908,survey-multi-choice,A35HVY5S3USKZS,3Y9N9SS8LYB0AUT265O5QMK97B6D39,20
599,"[False, True, True, True, False, False]","[""How many flights are there per round?"",""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""Which statement is TRUE?"",""What does the feedback teach me?""]","[""1"",""True"",""$0.05"",""As many or as few as I wish"",""My earnings for each round are equal to the value of one of the locations I visit (minus the cost of making observations), and I will actually be paid the earnings from one of the 20 rounds."",""The duration of the delay tells me how much more money I could have earned by planning and deciding better.""]",19718,1330093,survey-multi-choice,A35HVY5S3USKZS,3Y9N9SS8LYB0AUT265O5QMK97B6D39,20
601,"[False, True, True, True, False, False]","[""How many flights are there per round?"",""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""Which statement is TRUE?"",""What does the feedback teach me?""]","[""1"",""True"",""$0.05"",""As many or as few as I wish"",""My earnings for each round are equal to the value of one of the locations I visit (minus the cost of making observations), and I will actually be paid the earnings from one of the 20 rounds."",""Whether I chose the move that was best according to the information I had.""]",27955,1472651,survey-multi-choice,A35HVY5S3USKZS,3Y9N9SS8LYB0AUT265O5QMK97B6D39,20
603,"[False, True, True, True, True, False]","[""How many flights are there per round?"",""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""Which statement is TRUE?"",""What does the feedback teach me?""]","[""1"",""True"",""$0.05"",""As many or as few as I wish"",""My earnings for each round are equal to the <i>sum</i> of the values of all locations I visit (minus the cost of making observations), and I will be paid the earnings from one of the 20 rounds."",""Whether I chose the move that was best according to the information I had.""]",30349,1511449,survey-multi-choice,A35HVY5S3USKZS,3Y9N9SS8LYB0AUT265O5QMK97B6D39,20
605,"[True, True, True, True, False, True]","[""How many flights are there per round?"",""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""Which statement is TRUE?"",""What does the feedback teach me?""]","[""3"",""True"",""$0.05"",""As many or as few as I wish"",""My earnings for each round are equal to the value of one of the locations I visit (minus the cost of making observations), and I will actually be paid the earnings from one of the 20 rounds."",""All of the above.""]",12219,1575223,survey-multi-choice,A35HVY5S3USKZS,3Y9N9SS8LYB0AUT265O5QMK97B6D39,20
607,"[True, True, True, True, True, True]","[""How many flights are there per round?"",""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""Which statement is TRUE?"",""What does the feedback teach me?""]","[""3"",""True"",""$0.05"",""As many or as few as I wish"",""My earnings for each round are equal to the <i>sum</i> of the values of all locations I visit (minus the cost of making observations), and I will be paid the earnings from one of the 20 rounds."",""All of the above.""]",17326,1599230,survey-multi-choice,A35HVY5S3USKZS,3Y9N9SS8LYB0AUT265O5QMK97B6D39,20
